School,Conf,AP Rank,Won,Lost,Tied,srs_off,srs_def,srs,off_ppg,def_ppg,off_pass_ypa,def_pass_ypa,off_rush_ypc,def_rush_ypc,off_ypp,def_ypp,Team Code
USC,Pac-10,2.0,11,0,1,13.78,10.17,23.95,44.5,0.67,,,,,,,103.0
Alabama,SEC,1.0,12,0,0,7.03,15.68,22.7,42.18,-4.83,,,,,,,107.0
Oklahoma,Big 8,3.0,11,1,0,13.18,9.37,22.54,44.78,1.6,,,,,,,45.0
Ohio St.,Big Ten,4.0,11,1,0,8.07,13.64,21.71,41.17,-2.94,,,,,,,36.0
Arkansas,SWC,8.0,10,2,0,9.71,10.79,20.5,37.39,-0.41,,,,,,,108.0
Texas,SWC,12.0,9,3,0,5.26,14.6,19.86,32.97,-4.73,,,,,,,48.0
Nebraska,Big 8,9.0,10,2,0,9.03,10.63,19.67,41.87,-0.24,,,,,,,34.0
Houston,SWC,5.0,11,1,0,7.55,11.61,19.16,37.98,-1.1,,,,,,,5.0
Pittsburgh,Ind,7.0,11,1,0,5.52,12.75,18.27,34.0,-1.55,,,,,,,22.0
BYU,WAC,13.0,11,1,0,12.86,5.27,18.13,47.14,5.69,,,,,,,66.0
North Carolina,ACC,15.0,8,3,1,8.46,7.99,16.45,37.1,1.93,,,,,,,21.0
Florida St.,Ind,6.0,11,1,0,9.01,7.06,16.08,39.3,3.32,,,,,,,16.0
Washington,Pac-10,11.0,9,3,0,6.35,9.55,15.9,37.44,1.36,,,,,,,105.0
Texas A&M,SWC,,6,5,0,8.04,7.61,15.65,36.23,1.46,,,,,,,119.0
Penn State,Ind,20.0,8,4,0,5.74,9.84,15.58,33.94,1.27,,,,,,,37.0
Michigan,Big Ten,18.0,8,4,0,5.92,9.44,15.36,36.0,0.28,,,,,,,31.0
Temple,Ind,17.0,10,2,0,11.99,2.8,14.79,41.34,7.62,,,,,,,10.0
LSU,SEC,,7,5,0,4.71,9.68,14.38,35.15,-0.22,,,,,,,113.0
Clemson,ACC,,8,4,0,0.39,13.89,14.28,29.01,-3.47,,,,,,,14.0
Baylor,SWC,14.0,8,4,0,5.85,8.21,14.06,35.82,3.79,,,,,,,41.0
NC State,ACC,,7,4,0,9.77,4.12,13.89,36.85,5.41,,,,,,,20.0
Auburn,SEC,16.0,8,3,0,14.15,-0.88,13.26,41.95,11.27,,,,,,,109.0
Tulane,Ind,,9,3,0,7.31,5.92,13.23,35.49,4.59,,,,,,,11.0
Notre Dame,Ind,,7,4,0,8.48,4.49,12.97,35.4,6.77,,,,,,,70.0
Maryland,ACC,,7,4,0,3.66,8.89,12.55,31.79,2.04,,,,,,,30.0
Purdue,Big Ten,10.0,10,2,0,7.76,4.62,12.38,33.53,6.8,,,,,,,38.0
South Carolina,Ind,,8,4,0,5.38,6.21,11.59,33.84,4.79,,,,,,,117.0
UCLA,Pac-10,,5,6,0,9.48,1.65,11.13,37.31,8.36,,,,,,,102.0
Indiana,Big Ten,19.0,8,4,0,8.75,2.07,10.83,35.88,9.26,,,,,,,28.0
Tennessee,SEC,,7,5,0,8.1,2.53,10.62,36.49,8.01,,,,,,,118.0
Missouri,Big 8,,7,5,0,2.79,7.59,10.38,32.31,2.09,,,,,,,115.0
California,Pac-10,,6,6,0,2.31,7.97,10.27,31.77,1.5,,,,,,,97.0
Virginia,ACC,,6,5,0,2.81,6.3,9.1,34.62,4.87,,,,,,,24.0
East Carolina,Ind,,7,3,1,8.71,0.28,8.99,41.66,11.17,,,,,,,4.0
Central Michigan,MAC,,10,0,1,4.41,4.29,8.7,30.55,7.58,,,,,,,75.0
Arizona St.,Pac-10,,6,6,0,2.2,6.37,8.57,34.45,4.07,,,,,,,96.0
Syracuse,Ind,,7,5,0,9.47,-1.47,8.0,37.32,13.76,,,,,,,23.0
Georgia,SEC,,6,5,0,2.94,4.71,7.65,30.32,5.76,,,,,,,111.0
Texas Tech,SWC,,3,6,2,0.34,7.25,7.59,27.06,3.33,,,,,,,49.0
Iowa,Big Ten,,5,6,0,3.63,3.64,7.26,32.56,6.45,,,,,,,29.0
Wake Forest,ACC,,8,4,0,6.21,0.92,7.13,33.08,9.86,,,,,,,26.0
Minnesota,Big Ten,,4,6,1,7.94,-0.82,7.12,35.13,11.97,,,,,,,33.0
Stanford,Pac-10,,5,5,1,6.76,0.1,6.86,33.36,9.98,,,,,,,101.0
Southern Miss,Ind,,6,4,1,0.68,6.1,6.78,29.0,3.91,,,,,,,60.0
Arizona,Pac-10,,6,5,1,3.41,3.19,6.6,30.33,8.39,,,,,,,95.0
SMU,SWC,,5,6,0,5.63,0.91,6.55,33.79,10.98,,,,,,,8.0
Michigan St.,Big Ten,,5,6,0,5.41,1.01,6.42,32.87,11.8,,,,,,,32.0
Oklahoma St.,Big 8,,7,4,0,2.7,3.35,6.06,28.56,9.12,,,,,,,46.0
Utah St.,PCAA,,7,3,1,11.0,-5.53,5.47,38.61,15.7,,,,,,,93.0
Kentucky,SEC,,5,6,0,-2.54,7.7,5.16,25.3,2.03,,,,,,,112.0
Texas-Arlington,Southland,,9,2,0,5.58,-1.0,4.58,35.82,12.07,,,,,,,
Oregon,Pac-10,,6,5,0,-0.22,4.22,3.99,26.8,8.22,,,,,,,99.0
San Diego St.,WAC,,8,3,0,6.55,-2.56,3.99,34.14,17.57,,,,,,,90.0
Rutgers,Ind,,8,3,0,1.75,2.03,3.78,28.49,10.57,,,,,,,39.0
McNeese State,Southland,,11,1,0,-2.71,5.87,3.16,23.74,5.5,,,,,,,241.0
Navy,Ind,,7,4,0,-1.41,4.45,3.04,24.44,7.36,,,,,,,7.0
Hawaii,WAC,,6,5,0,3.86,-1.27,2.59,36.73,11.27,,,,,,,87.0
Ole Miss,SEC,,4,7,0,7.19,-4.9,2.29,35.86,16.66,,,,,,,116.0
Mississippi St.,SEC,,3,8,0,-3.13,5.28,2.15,26.73,4.1,,,,,,,114.0
Wisconsin,Big Ten,,4,7,0,0.72,1.26,1.99,28.78,15.63,,,,,,,40.0
Miami (OH),MAC,,6,5,0,-0.22,2.2,1.98,26.74,7.62,,,,,,,78.0
Georgia Tech,Ind,,4,6,1,-3.1,4.77,1.67,24.79,6.79,,,,,,,17.0
Chattanooga,Southern,,9,2,0,5.68,-4.06,1.62,34.95,16.63,,,,,,,227.0
Virginia Tech,Ind,,5,6,0,3.37,-2.11,1.26,31.37,11.79,,,,,,,25.0
TCU,SWC,,2,8,1,-2.32,3.49,1.16,25.14,7.1,,,,,,,47.0
West Virginia,Ind,,5,6,0,2.68,-1.57,1.11,29.6,13.38,,,,,,,50.0
Boston College,Ind,,5,6,0,-0.83,1.6,0.77,27.48,10.44,,,,,,,13.0
Miami (FL),Ind,,5,6,0,0.92,-0.33,0.6,27.67,11.03,,,,,,,19.0
Utah,WAC,,6,6,0,1.85,-1.67,0.18,29.73,13.91,,,,,,,104.0
Lamar,Southland,,6,3,2,2.81,-3.36,-0.55,30.32,14.86,,,,,,,240.0
San Jose St.,PCAA,,6,4,1,8.78,-9.51,-0.73,35.55,20.47,,,,,,,91.0
Western Michigan,MAC,,6,5,0,-5.74,4.9,-0.84,22.72,6.6,,,,,,,82.0
UNLV,Ind,,9,1,2,10.01,-10.93,-0.93,35.03,21.47,,,,,,,92.0
Toledo,MAC,,7,3,1,-1.53,0.54,-0.99,25.73,13.05,,,,,,,81.0
East Tennessee St.,Southern,,7,4,0,-2.03,0.97,-1.06,27.16,9.73,,,,,,,229.0
Colorado,Big 8,,3,8,0,0.27,-1.5,-1.22,27.27,13.59,,,,,,,98.0
Washington St.,Pac-10,,3,8,0,7.31,-8.68,-1.38,33.78,20.0,,,,,,,106.0
Ohio,MAC,,6,5,0,-1.11,-0.35,-1.45,26.98,11.97,,,,,,,80.0
Iowa St.,Big 8,,3,8,0,-3.87,2.26,-1.62,23.91,9.28,,,,,,,42.0
Tulsa,MVC,,6,5,0,0.39,-2.17,-1.79,26.45,14.85,,,,,,,12.0
Kansas St.,Big 8,,3,8,0,-3.86,1.92,-1.94,22.69,9.55,,,,,,,44.0
Illinois,Big Ten,,2,8,1,-1.64,-0.43,-2.08,25.55,12.88,,,,,,,27.0
Louisville,Ind,,4,6,1,-3.84,1.54,-2.3,23.63,9.87,,,,,,,18.0
New Mexico,WAC,,6,6,0,-4.87,2.45,-2.41,22.4,11.49,,,,,,,89.0
Kansas,Big 8,,3,8,0,1.15,-3.76,-2.62,28.91,19.46,,,,,,,43.0
West Texas A&M,MVC,,5,5,1,-3.77,1.06,-2.71,27.11,12.22,,,,,,,416.0
Ball St.,MAC,,6,5,0,0.07,-2.81,-2.74,29.08,14.27,,,,,,,72.0
Western Carolina,Southern,,6,5,0,-0.73,-2.43,-3.16,27.35,12.58,,,,,,,234.0
Duke,ACC,,2,8,1,-1.4,-1.89,-3.29,26.32,13.32,,,,,,,15.0
Colorado St.,WAC,,4,7,1,-5.89,2.43,-3.46,21.82,9.45,,,,,,,85.0
Memphis,Ind,,5,6,0,-3.57,-0.3,-3.87,22.74,12.97,,,,,,,6.0
Florida,SEC,,0,10,1,-3.86,-0.05,-3.91,24.6,11.51,,,,,,,110.0
Rice,SWC,,1,10,0,0.17,-4.75,-4.58,28.38,23.25,,,,,,,59.0
Southern Illinois,MVC,,8,3,0,-1.83,-3.68,-5.51,22.81,15.53,,,,,,,189.0
Yale,Ivy,,8,1,0,-4.59,-1.15,-5.74,22.37,13.54,,,,,,,172.0
North Texas,Ind,,5,6,0,-4.05,-2.23,-6.27,22.67,14.03,,,,,,,57.0
Northern Illinois,MAC,,5,5,1,-5.24,-1.11,-6.34,21.88,15.11,,,,,,,79.0
Appalachian St.,Southern,,3,8,0,0.16,-6.59,-6.43,28.75,16.65,,,,,,,121.0
Wyoming,WAC,,4,8,0,-3.89,-2.64,-6.53,21.81,14.99,,,,,,,94.0
Citadel,Southern,,6,5,0,0.32,-6.95,-6.63,25.7,18.96,,,,,,,228.0
Indiana State,MVC,,8,3,0,2.53,-9.22,-6.7,27.21,20.6,,,,,,,183.0
Cincinnati,Ind,,2,9,0,-2.01,-4.87,-6.88,25.6,16.4,,,,,,,2.0
Villanova,Ind,,5,6,0,-1.19,-5.9,-7.09,25.31,17.0,,,,,,,162.0
Long Beach State,PCAA,,7,4,0,-3.06,-4.27,-7.33,22.04,15.34,,,,,,,
VMI,Southern,,6,4,1,-7.26,-0.67,-7.94,19.09,13.25,,,,,,,233.0
Bowling Green,MAC,,4,7,0,-0.78,-7.18,-7.96,26.83,19.28,,,,,,,73.0
Arkansas St.,Southland,,4,7,0,-5.66,-2.5,-8.16,21.57,14.24,,,,,,,122.0
Louisiana,Southland,,4,7,0,-7.64,-0.54,-8.18,18.96,11.39,,,,,,,126.0
Army,Ind,,2,8,1,-6.78,-1.78,-8.56,20.48,19.15,,,,,,,65.0
Fresno St.,PCAA,,4,7,0,-0.79,-7.92,-8.71,25.45,20.0,,,,,,,86.0
Furman,Southern,,5,6,0,4.4,-13.4,-9.01,30.42,24.17,,,,,,,230.0
Brown,Ivy,,6,3,0,-4.16,-5.5,-9.66,22.65,16.67,,,,,,,165.0
Oregon St.,Pac-10,,1,10,0,-2.89,-6.87,-9.76,24.45,23.85,,,,,,,100.0
Northwestern,Big Ten,,1,10,0,-5.84,-4.22,-10.05,21.06,22.27,,,,,,,35.0
Drake,MVC,,3,8,0,-3.31,-6.81,-10.12,23.01,17.52,,,,,,,220.0
Air Force,Ind,,2,9,0,-6.29,-3.98,-10.27,18.9,17.14,,,,,,,83.0
Vanderbilt,SEC,,1,10,0,-0.99,-9.83,-10.82,26.81,26.05,,,,,,,120.0
Holy Cross,Ind,,5,6,0,-6.73,-4.3,-11.03,19.73,15.53,,,,,,,214.0
Connecticut,Ind,,3,6,2,-8.23,-3.13,-11.35,16.69,14.36,,,,,,,3.0
Cornell,Ivy,,5,4,0,-4.08,-8.18,-12.25,24.89,19.92,,,,,,,167.0
William & Mary,Ind,,4,7,0,-9.1,-3.52,-12.62,18.68,16.13,,,,,,,163.0
Pacific,PCAA,,3,7,0,-7.05,-5.74,-12.78,19.64,15.44,,,,,,,376.0
Louisiana Tech,Southland,,2,9,0,-10.86,-1.97,-12.84,16.15,14.86,,,,,,,54.0
UL Monroe,Ind,,3,8,0,-7.36,-6.52,-13.88,18.33,17.23,,,,,,,130.0
Princeton,Ivy,,5,4,0,-7.16,-6.86,-14.03,20.4,19.25,,,,,,,171.0
Dartmouth,Ivy,,4,4,1,-15.51,0.65,-14.86,10.97,10.6,,,,,,,168.0
UTEP,WAC,,2,9,0,-11.82,-3.05,-14.87,14.62,15.67,,,,,,,62.0
Colgate,Ind,,5,4,1,-9.75,-5.23,-14.98,15.67,16.64,,,,,,,211.0
Wichita State,MVC,,1,10,0,-11.33,-4.02,-15.34,15.52,20.6,,,,,,,
Cal State Fullerton,PCAA,,3,8,0,-11.27,-4.63,-15.9,18.76,16.51,,,,,,,
Illinois State,Ind,,3,8,0,-7.22,-8.8,-16.03,19.39,20.17,,,,,,,182.0
Northwestern State,Ind,,3,6,0,-4.92,-11.78,-16.7,21.1,24.18,,,,,,,243.0
New Mexico State,MVC,,2,9,0,-4.41,-12.63,-17.04,21.7,27.88,,,,,,,69.0
Eastern Michigan,MAC,,2,8,1,-11.68,-5.5,-17.18,14.6,17.69,,,,,,,76.0
Harvard,Ivy,,3,6,0,-9.51,-8.6,-18.11,16.98,19.15,,,,,,,169.0
Marshall,Southern,,1,10,0,-13.53,-4.74,-18.27,14.3,20.93,,,,,,,55.0
Richmond,Ind,,0,11,0,-13.78,-4.5,-18.28,13.68,17.69,,,,,,,159.0
Kent State,MAC,,1,10,0,-8.96,-11.39,-20.34,17.48,22.93,,,,,,,77.0
Columbia,Ivy,,1,8,0,-16.97,-12.19,-29.15,9.93,25.26,,,,,,,166.0
Penn,Ivy,,0,9,0,-13.99,-16.32,-30.31,12.76,29.12,,,,,,,170.0
