School,Date,G,Loc,Opponent,WL,Pass Comp,Pass Att,Comp Pct,Pass Yard,Pass TD,Rush Att,Rush Yard,Rush Avg,Rush TD,Fum,Pass Int,Turnovers
Wyoming,2000-09-09,2,@,Texas A&M,L,17,32,53.1,130,0,42,83,2.0,0,2,1,3
Brigham Young,2000-09-14,4,,Mississippi State,L,27,50,54.0,268,2,32,74,2.3,2,2,2,4
Mississippi State,2000-09-14,2,@,Brigham Young,W,13,20,65.0,167,1,32,217,6.8,2,2,0,2
Akron,2000-09-16,3,,Central Florida,W,15,25,60.0,228,2,50,279,5.6,3,1,1,2
Alabama,2000-09-16,3,,Southern Mississippi,L,19,35,54.3,122,0,33,95,2.9,0,2,2,4
Arizona,2000-09-16,3,,San Diego State,W,19,31,61.3,200,1,36,185,5.1,0,3,1,4
Arizona State,2000-09-16,2,,Colorado State,W,11,24,45.8,77,0,48,184,3.8,1,0,0,0
Arkansas,2000-09-16,2,,Boise State,W,12,28,42.9,249,2,46,217,4.7,2,1,1,2
Arkansas State,2000-09-16,3,,Memphis,L,17,30,56.7,222,1,28,102,3.6,1,0,1,1
Army,2000-09-16,3,@,Houston,L,21,41,51.2,305,1,26,52,2.0,1,0,0,0
Auburn,2000-09-16,3,,Louisiana State,W,21,30,70.0,225,2,48,196,4.1,1,1,0,1
Ball State,2000-09-16,3,@,Kansas State,L,1,8,12.5,5,0,45,46,1.0,0,1,2,3
Baylor,2000-09-16,2,,Minnesota,L,15,40,37.5,123,1,26,56,2.2,0,1,1,2
Boise State,2000-09-16,3,@,Arkansas,L,23,48,47.9,304,2,26,74,2.8,0,0,2,2
Bowling Green State,2000-09-16,3,@,Temple,L,14,28,50.0,164,2,29,26,0.9,0,0,0,0
Buffalo,2000-09-16,3,,Connecticut,L,26,40,65.0,259,2,36,101,2.8,0,1,1,2
California,2000-09-16,2,@,Illinois,L,15,32,46.9,162,2,33,114,3.5,0,1,0,1
Central Michigan,2000-09-16,3,@,Wyoming,L,18,36,50.0,240,1,31,43,1.4,0,2,0,2
Cincinnati,2000-09-16,3,@,Wisconsin,L,19,37,51.4,238,2,37,113,3.1,0,0,1,1
Clemson,2000-09-16,3,,Wake Forest,W,10,21,47.6,187,2,66,436,6.6,5,0,0,0
Colorado,2000-09-16,3,,Washington,L,15,27,55.6,174,1,35,69,2.0,0,2,0,2
Colorado State,2000-09-16,3,@,Arizona State,L,14,31,45.2,225,1,34,64,1.9,0,1,1,2
Connecticut,2000-09-16,3,@,Buffalo,W,20,37,54.1,199,2,38,139,3.7,1,1,0,1
Duke,2000-09-16,3,,Virginia,L,18,36,50.0,198,0,34,133,3.9,1,0,1,1
East Carolina,2000-09-16,3,,Tulane,W,13,33,39.4,258,3,44,247,5.6,2,0,0,0
Eastern Michigan,2000-09-16,3,@,South Carolina,L,20,33,60.6,149,0,27,43,1.6,0,1,0,1
Florida,2000-09-16,3,@,Tennessee,W,20,43,46.5,290,1,21,39,1.9,1,0,1,1
Florida State,2000-09-16,3,,North Carolina,W,15,27,55.6,346,5,41,194,4.7,3,0,0,0
Georgia Tech,2000-09-16,3,,Navy,W,10,19,52.6,166,3,40,139,3.5,1,1,0,1
Houston,2000-09-16,3,,Army,W,31,48,64.6,336,1,44,188,4.3,3,2,2,4
Idaho,2000-09-16,3,@,Oregon,L,15,35,42.9,186,1,25,119,4.8,1,2,0,2
Illinois,2000-09-16,3,,California,W,7,24,29.2,112,1,57,222,3.9,1,1,0,1
Indiana,2000-09-16,2,@,Kentucky,L,11,26,42.3,143,2,43,232,5.4,2,2,0,2
Iowa,2000-09-16,3,,Iowa State,L,22,41,53.7,235,2,28,93,3.3,0,0,1,1
Iowa State,2000-09-16,3,@,Iowa,W,18,27,66.7,239,0,46,246,5.3,3,0,1,1
Kansas,2000-09-16,2,,Alabama-Birmingham,W,10,23,43.5,152,1,44,209,4.8,2,2,2,4
Kansas State,2000-09-16,3,,Ball State,W,8,12,66.7,192,3,57,322,5.6,7,0,0,0
Kent State,2000-09-16,3,,Youngstown State,L,20,34,58.8,178,1,36,97,2.7,2,0,1,1
Kentucky,2000-09-16,3,,Indiana,W,33,48,68.8,339,2,26,79,3.0,2,0,0,0
Louisiana,2000-09-16,3,@,Texas Tech,L,11,22,50.0,85,0,34,94,2.8,0,0,3,3
Louisiana Tech,2000-09-16,4,,Stephen F. Austin,L,26,38,68.4,282,3,38,187,4.9,1,1,1,2
Louisiana-Monroe,2000-09-16,3,,Nicholls State,W,25,37,67.6,369,1,38,69,1.8,1,1,2,3
LSU,2000-09-16,3,@,Auburn,L,13,30,43.3,214,2,26,83,3.2,0,0,1,1
Maryland,2000-09-16,2,@,West Virginia,L,19,30,63.3,215,0,30,71,2.4,1,0,1,1
Memphis,2000-09-16,3,@,Arkansas State,W,14,23,60.9,122,1,44,147,3.3,0,0,0,0
Miami (OH),2000-09-16,3,@,Ohio State,L,21,48,43.8,236,2,22,132,6.0,0,0,3,3
Michigan,2000-09-16,3,@,UCLA,L,8,28,28.6,111,1,46,263,5.7,2,1,1,2
Michigan State,2000-09-16,2,@,Missouri,W,10,24,41.7,157,0,46,140,3.0,1,1,1,2
Middle Tennessee State,2000-09-16,3,,Murray State,W,22,35,62.9,260,0,51,273,5.4,5,1,1,2
Minnesota,2000-09-16,3,@,Baylor,W,14,20,70.0,172,2,55,289,5.3,2,1,1,2
Missouri,2000-09-16,3,,Michigan State,L,16,31,51.6,242,0,36,114,3.2,1,1,0,1
Navy,2000-09-16,2,@,Georgia Tech,L,24,40,60.0,199,1,52,165,3.2,0,4,0,4
New Mexico,2000-09-16,4,@,New Mexico State,W,6,15,40.0,31,0,47,137,2.9,2,0,0,0
New Mexico State,2000-09-16,2,,New Mexico,L,10,27,37.0,185,2,42,185,4.4,0,2,1,3
North Carolina,2000-09-16,3,@,Florida State,L,16,33,48.5,244,1,44,79,1.8,1,3,1,4
North Carolina State,2000-09-16,3,,Southern Methodist,W,18,29,62.1,331,3,25,63,2.5,2,1,2,3
North Texas,2000-09-16,3,@,Nevada-Las Vegas,L,17,34,50.0,163,0,42,108,2.6,0,3,0,3
Northwestern,2000-09-16,3,@,Texas Christian,L,13,23,56.5,145,1,29,113,3.9,1,1,3,4
Notre Dame,2000-09-16,3,,Purdue,W,14,25,56.0,158,0,34,78,2.3,1,0,1,1
Ohio,2000-09-16,3,,Tennessee Tech,W,11,15,73.3,168,2,66,429,6.5,5,2,0,2
Ohio State,2000-09-16,3,,Miami (OH),W,13,30,43.3,194,1,56,273,4.9,2,0,0,0
Oklahoma State,2000-09-16,2,,,W,10,21,47.6,222,0,41,169,4.1,2,1,0,1
Ole Miss,2000-09-16,3,@,Vanderbilt,W,14,23,60.9,133,0,37,201,5.4,1,0,1,1
Oregon,2000-09-16,3,,Idaho,W,18,30,60.0,233,4,46,217,4.7,2,0,0,0
Penn State,2000-09-16,4,@,Pittsburgh,L,18,36,50.0,161,0,33,64,1.9,0,1,1,2
Pitt,2000-09-16,3,,Penn State,W,11,19,57.9,272,1,44,107,2.4,0,1,1,2
Purdue,2000-09-16,3,@,Notre Dame,L,13,24,54.2,221,2,43,177,4.1,1,1,1,2
Rice,2000-09-16,3,,Tulsa,L,6,21,28.6,82,1,62,335,5.4,0,3,1,4
Rutgers,2000-09-16,3,@,Virginia Tech,L,17,49,34.7,184,0,24,57,2.4,0,0,4,4
San Diego State,2000-09-16,3,@,Arizona,L,15,29,51.7,124,0,37,72,1.9,0,0,1,1
San Jose State,2000-09-16,3,,Southern Utah,W,15,21,71.4,295,4,38,199,5.2,2,0,2,2
SMU,2000-09-16,3,@,North Carolina State,L,15,31,48.4,75,0,51,101,2.0,0,1,4,5
South Carolina,2000-09-16,3,,Eastern Michigan,W,19,33,57.6,240,0,44,336,7.6,5,2,0,2
South Florida,2000-09-16,3,,James Madison,W,7,16,43.8,60,0,44,169,3.8,1,0,0,0
Southern Mississippi,2000-09-16,2,@,Alabama,W,14,23,60.9,159,1,37,51,1.4,0,0,1,1
Stanford,2000-09-16,3,,Texas,W,15,37,40.5,255,3,37,60,1.6,0,0,0,0
Temple,2000-09-16,3,,Bowling Green State,W,24,34,70.6,272,2,38,127,3.3,2,0,2,2
Tennessee,2000-09-16,2,,Florida,L,17,29,58.6,140,0,49,203,4.1,1,1,1,2
Texas,2000-09-16,2,@,Stanford,L,21,46,45.7,330,3,28,13,0.5,0,0,2,2
Texas A&M,2000-09-16,3,,Texas-El Paso,W,18,29,62.1,178,1,40,236,5.9,5,0,1,1
Texas Christian,2000-09-16,2,,Northwestern,W,8,12,66.7,101,2,69,387,5.6,3,0,1,1
Texas Tech,2000-09-16,4,,Louisiana,W,24,37,64.9,240,1,31,101,3.3,1,0,2,2
Toledo,2000-09-16,3,,Eastern Illinois,W,11,28,39.3,103,1,45,258,5.7,0,0,1,1
Tulane,2000-09-16,2,@,East Carolina,L,20,35,57.1,299,2,53,188,3.5,0,2,0,2
Tulsa,2000-09-16,3,@,Rice,W,10,27,37.0,194,0,36,73,2.0,1,1,1,2
UAB,2000-09-16,2,@,Kansas,L,10,24,41.7,45,0,51,193,3.8,1,0,1,1
UCF,2000-09-16,3,@,Akron,L,25,43,58.1,306,1,32,126,3.9,2,0,4,4
UCLA,2000-09-16,3,,Michigan,W,22,41,53.7,268,2,39,126,3.2,1,3,0,3
UNLV,2000-09-16,2,,North Texas,W,7,15,46.7,133,2,44,314,7.1,3,1,0,1
Utah,2000-09-16,3,,Washington State,L,20,43,46.5,282,2,28,136,4.9,0,1,1,2
UTEP,2000-09-16,3,@,Texas A&M,L,19,31,61.3,218,2,37,82,2.2,0,0,1,1
Vanderbilt,2000-09-16,3,,Mississippi,L,20,45,44.4,278,1,32,90,2.8,0,2,2,4
Virginia,2000-09-16,3,@,Duke,W,20,30,66.7,333,3,45,119,2.6,0,0,0,0
Virginia Tech,2000-09-16,3,,Rutgers,W,15,28,53.6,179,1,58,348,6.0,6,3,0,3
Wake Forest,2000-09-16,3,@,Clemson,L,7,17,41.2,57,1,35,102,2.9,0,2,0,2
Washington,2000-09-16,3,@,Colorado,W,15,29,51.7,200,1,49,205,4.2,1,2,2,4
Washington State,2000-09-16,2,@,Utah,W,11,18,61.1,211,4,51,213,4.2,1,1,0,1
West Virginia,2000-09-16,2,,Maryland,W,14,22,63.6,165,1,45,276,6.1,3,3,0,3
Western Michigan,2000-09-16,3,,Indiana State,W,14,27,51.9,194,3,52,295,5.7,4,0,0,0
Wisconsin,2000-09-16,3,,Cincinnati,W,11,21,52.4,107,0,47,198,4.2,3,0,0,0
Wyoming,2000-09-16,3,,Central Michigan,W,5,17,29.4,47,0,55,321,5.8,3,0,1,1
Georgia Tech,2000-09-21,4,@,North Carolina State,L,24,43,55.8,226,1,42,141,3.4,1,2,1,3
North Carolina State,2000-09-21,4,,Georgia Tech,W,21,36,58.3,262,3,31,66,2.1,0,0,2,2
Air Force,2000-09-23,3,@,Utah,W,5,11,45.5,149,2,54,242,4.5,1,1,0,1
Akron,2000-09-23,4,@,Ohio,W,20,33,60.6,258,0,48,133,2.8,2,0,0,0
Alabama,2000-09-23,4,@,Arkansas,L,8,20,40.0,117,1,57,226,4.0,2,1,0,1
Arizona State,2000-09-23,3,,Utah State,W,12,21,57.1,374,5,48,131,2.7,0,2,0,2
Arkansas,2000-09-23,3,,Alabama,W,20,33,60.6,173,2,29,151,5.2,2,1,1,2
Arkansas State,2000-09-23,4,@,Texas Christian,L,8,18,44.4,65,0,43,86,2.0,0,2,2,4
Army,2000-09-23,4,,Memphis,L,31,45,68.9,269,0,30,38,1.3,0,1,3,4
Auburn,2000-09-23,4,,Northern Illinois,W,21,29,72.4,222,3,35,189,5.4,1,1,1,2
Baylor,2000-09-23,3,,South Florida,W,20,29,69.0,223,3,39,147,3.8,1,1,0,1
Boise State,2000-09-23,4,@,Central Michigan,W,18,31,58.1,245,3,45,270,6.0,4,0,0,0
Boston College,2000-09-23,3,,Navy,W,24,33,72.7,414,3,47,211,4.5,3,0,1,1
Bowling Green State,2000-09-23,4,@,Buffalo,L,5,20,25.0,63,0,50,112,2.2,2,0,0,0
Brigham Young,2000-09-23,5,,Nevada-Las Vegas,W,15,29,51.7,157,0,47,196,4.2,1,0,1,1
Buffalo,2000-09-23,4,,Bowling Green State,W,24,38,63.2,183,2,31,64,2.1,1,1,2,3
California,2000-09-23,3,@,Fresno State,L,16,36,44.4,197,0,35,108,3.1,0,0,2,2
Central Michigan,2000-09-23,4,,Boise State,L,19,33,57.6,188,1,31,80,2.6,0,1,1,2
Cincinnati,2000-09-23,4,@,Indiana,L,22,45,48.9,239,0,35,114,3.3,0,1,0,1
Clemson,2000-09-23,4,@,Virginia,W,15,25,60.0,154,1,43,327,7.6,2,3,1,4
Connecticut,2000-09-23,4,,Northeastern,L,22,39,56.4,321,4,22,84,3.8,0,0,2,2
Duke,2000-09-23,4,@,Vanderbilt,L,18,36,50.0,163,1,27,66,2.4,0,1,2,3
East Carolina,2000-09-23,4,,Syracuse,W,8,17,47.1,201,3,39,177,4.5,0,0,0,0
Eastern Michigan,2000-09-23,4,@,Temple,L,34,50,68.0,364,3,36,132,3.7,2,1,1,2
Florida,2000-09-23,4,,Kentucky,W,15,27,55.6,262,2,35,190,5.4,6,0,0,0
Florida State,2000-09-23,4,,Louisville,W,23,34,67.6,274,1,48,235,4.9,2,2,3,5
Fresno State,2000-09-23,3,,California,W,24,41,58.5,325,2,30,64,2.1,0,1,1,2
Georgia,2000-09-23,3,,New Mexico State,W,13,25,52.0,191,1,42,237,5.6,4,0,1,1
Hawaii,2000-09-23,2,@,Texas-El Paso,L,15,50,30.0,211,0,25,53,2.1,0,1,2,3
Houston,2000-09-23,4,@,Texas,L,17,38,44.7,185,0,32,13,0.4,0,3,2,5
Idaho,2000-09-23,4,@,Washington State,W,22,36,61.1,246,2,44,216,4.9,3,1,3,4
Illinois,2000-09-23,4,,Michigan,L,27,38,71.1,352,2,32,95,3.0,2,2,0,2
Indiana,2000-09-23,3,,Cincinnati,W,10,21,47.6,221,1,46,295,6.4,5,1,1,2
Iowa,2000-09-23,4,@,Nebraska,L,19,40,47.5,252,1,31,47,1.5,0,0,2,2
Kansas,2000-09-23,3,,Southern Illinois,W,9,20,45.0,124,3,47,206,4.4,3,2,0,2
Kansas State,2000-09-23,4,,North Texas,W,15,22,68.2,217,0,58,260,4.5,7,2,1,3
Kent State,2000-09-23,4,@,Miami (OH),L,14,28,50.0,110,1,37,193,5.2,1,2,1,3
Kentucky,2000-09-23,4,@,Florida,L,35,60,58.3,363,2,29,141,4.9,2,2,2,4
Louisiana,2000-09-23,4,,Northwestern State,L,10,21,47.6,123,0,41,204,5.0,3,0,0,0
Louisiana Tech,2000-09-23,5,@,Tulsa,L,14,24,58.3,141,1,42,196,4.7,0,2,2,4
Louisiana-Monroe,2000-09-23,4,@,Tennessee,L,21,37,56.8,146,0,26,33,1.3,0,1,1,2
Louisville,2000-09-23,3,@,Florida State,L,24,45,53.3,207,0,21,3,0.1,0,1,1,2
LSU,2000-09-23,4,,Alabama-Birmingham,L,15,38,39.5,156,0,36,107,3.0,1,2,4,6
Marshall,2000-09-23,3,@,North Carolina,L,19,35,54.3,215,1,23,90,3.9,1,0,0,0
Maryland,2000-09-23,3,,Middle Tennessee State,W,21,31,67.7,357,2,38,171,4.5,4,1,1,2
Memphis,2000-09-23,4,@,Army,W,21,32,65.6,208,1,40,130,3.3,2,1,1,2
Miami (FL),2000-09-23,3,@,West Virginia,W,22,33,66.7,291,2,36,96,2.7,1,2,0,2
Miami (OH),2000-09-23,4,,Kent State,W,24,37,64.9,301,2,36,195,5.4,4,1,1,2
Michigan,2000-09-23,4,@,Illinois,W,12,28,42.9,172,1,55,341,6.2,4,0,0,0
Michigan State,2000-09-23,3,,Notre Dame,W,12,24,50.0,181,2,50,167,3.3,1,1,1,2
Middle Tennessee State,2000-09-23,4,@,Maryland,L,30,52,57.7,342,3,31,129,4.2,1,0,1,1
Minnesota,2000-09-23,4,@,Purdue,L,22,39,56.4,214,2,28,55,2.0,1,0,1,1
Mississippi State,2000-09-23,3,@,South Carolina,L,17,36,47.2,224,0,37,94,2.5,1,2,1,3
Navy,2000-09-23,3,@,Boston College,L,11,24,45.8,111,0,44,112,2.5,1,2,0,2
Nebraska,2000-09-23,3,,Iowa,W,10,13,76.9,159,5,51,331,6.5,0,1,0,1
Nevada,2000-09-23,3,@,Wyoming,W,16,28,57.1,195,1,34,169,5.0,3,0,0,0
New Mexico,2000-09-23,5,,Northern Arizona,W,12,15,80.0,162,2,55,186,3.4,3,1,1,2
New Mexico State,2000-09-23,3,@,Georgia,L,9,21,42.9,82,0,41,102,2.5,0,0,0,0
North Carolina,2000-09-23,4,,Marshall,W,24,39,61.5,292,2,37,142,3.8,0,0,2,2
North Texas,2000-09-23,4,@,Kansas State,L,7,17,41.2,35,0,28,103,3.7,1,2,0,2
Northern Illinois,2000-09-23,3,@,Auburn,L,17,35,48.6,239,1,42,129,3.1,1,1,2,3
Northwestern,2000-09-23,4,@,Wisconsin,W,21,41,51.2,278,2,38,266,7.0,3,0,0,0
Notre Dame,2000-09-23,4,@,Michigan State,L,5,16,31.3,63,1,37,149,4.0,2,0,1,1
Ohio,2000-09-23,4,,Akron,L,4,15,26.7,92,0,46,284,6.2,2,1,2,3
Ohio State,2000-09-23,4,,Penn State,W,13,22,59.1,239,1,47,158,3.4,4,0,1,1
Oklahoma,2000-09-23,3,,Rice,W,28,36,77.8,343,2,33,189,5.7,4,1,2,3
Oklahoma State,2000-09-23,3,,Southern Mississippi,L,16,35,45.7,146,0,38,157,4.1,0,1,3,4
Oregon,2000-09-23,4,,UCLA,W,15,34,44.1,153,0,52,208,4.0,3,0,0,0
Oregon State,2000-09-23,3,,San Diego State,W,15,30,50.0,183,1,46,153,3.3,3,0,0,0
Penn State,2000-09-23,5,@,Ohio State,L,11,23,47.8,120,0,38,93,2.4,1,2,1,3
Pitt,2000-09-23,4,,Rutgers,W,19,27,70.4,218,0,55,212,3.9,3,5,2,7
Purdue,2000-09-23,4,,Minnesota,W,33,50,66.0,409,2,39,122,3.1,3,2,0,2
Rice,2000-09-23,4,@,Oklahoma,L,6,12,50.0,117,1,51,145,2.8,1,1,1,2
Rutgers,2000-09-23,4,@,Pittsburgh,L,20,37,54.1,225,1,21,-13,-0.6,0,1,1,2
San Diego State,2000-09-23,4,@,Oregon State,L,15,30,50.0,156,0,38,71,1.9,0,3,4,7
San Jose State,2000-09-23,4,@,Southern California,L,20,41,48.8,256,0,29,110,3.8,2,0,1,1
SMU,2000-09-23,4,,Tulane,L,27,49,55.1,264,0,28,116,4.1,2,1,0,1
South Carolina,2000-09-23,4,,Mississippi State,W,20,41,48.8,330,2,32,30,0.9,0,2,0,2
South Florida,2000-09-23,4,@,Baylor,L,22,42,52.4,236,1,27,173,6.4,0,4,0,4
Southern Mississippi,2000-09-23,3,@,Oklahoma State,W,20,37,54.1,257,2,32,-7,-0.2,1,2,0,2
Syracuse,2000-09-23,3,@,East Carolina,L,12,22,54.5,179,0,48,247,5.1,2,0,2,2
Temple,2000-09-23,4,,Eastern Michigan,W,10,16,62.5,163,3,39,298,7.6,4,1,0,1
Tennessee,2000-09-23,3,,Louisiana-Monroe,W,20,31,64.5,274,4,42,234,5.6,5,1,1,2
Texas,2000-09-23,3,,Houston,W,22,37,59.5,253,1,32,96,3.0,2,1,3,4
Texas Christian,2000-09-23,3,,Arkansas State,W,13,18,72.2,211,3,44,265,6.0,4,0,1,1
Toledo,2000-09-23,4,@,Western Michigan,L,23,50,46.0,188,0,29,124,4.3,1,0,1,1
Tulane,2000-09-23,3,@,Southern Methodist,W,35,53,66.0,392,3,26,104,4.0,0,0,0,0
Tulsa,2000-09-23,4,,Louisiana Tech,W,14,28,50.0,141,1,45,177,3.9,1,1,0,1
UAB,2000-09-23,3,@,Louisiana State,W,8,22,36.4,65,1,38,113,3.0,0,2,1,3
UCF,2000-09-23,4,,William & Mary,W,19,35,54.3,278,5,37,112,3.0,2,1,1,2
UCLA,2000-09-23,4,@,Oregon,L,14,34,41.2,206,1,26,-9,-0.3,0,2,1,3
UNLV,2000-09-23,3,@,Brigham Young,L,11,17,64.7,202,0,33,41,1.2,1,1,1,2
USC,2000-09-23,3,,San Jose State,W,22,38,57.9,338,2,46,234,5.1,3,4,0,4
Utah,2000-09-23,4,,Air Force,L,16,28,57.1,195,0,41,136,3.3,1,0,0,0
Utah State,2000-09-23,3,@,Arizona State,L,17,38,44.7,240,1,32,103,3.2,1,1,3,4
UTEP,2000-09-23,4,,Hawaii,W,18,34,52.9,265,4,47,140,3.0,0,3,1,4
Vanderbilt,2000-09-23,4,,Duke,W,23,40,57.5,266,2,34,174,5.1,0,1,1,2
Virginia,2000-09-23,4,,Clemson,L,17,39,43.6,170,0,36,111,3.1,1,0,1,1
Washington State,2000-09-23,3,,Idaho,L,16,32,50.0,292,3,36,183,5.1,1,2,0,2
West Virginia,2000-09-23,3,,Miami (FL),L,15,36,41.7,162,0,40,155,3.9,1,2,2,4
Western Michigan,2000-09-23,4,,Toledo,W,18,37,48.6,231,0,40,132,3.3,2,2,0,2
Wisconsin,2000-09-23,4,,Northwestern,L,12,24,50.0,153,3,60,352,5.9,2,2,0,2
Wyoming,2000-09-23,4,,Nevada,L,26,45,57.8,259,3,34,176,5.2,1,1,2,3
Florida State,2000-09-28,5,@,Maryland,W,18,27,66.7,353,4,63,260,4.1,4,0,1,1
Maryland,2000-09-28,4,,Florida State,L,10,27,37.0,100,0,26,124,4.8,1,1,1,2
Temple,2000-09-28,5,,West Virginia,L,18,32,56.3,154,2,25,143,5.7,1,0,1,1
West Virginia,2000-09-28,4,@,Temple,W,18,32,56.3,242,2,40,152,3.8,2,2,1,3
Air Force,2000-09-30,4,@,Nevada-Las Vegas,L,9,21,42.9,133,1,51,219,4.3,1,0,1,1
Akron,2000-09-30,5,,Miami (OH),W,9,19,47.4,214,1,43,243,5.7,3,1,1,2
Alabama,2000-09-30,5,,South Carolina,W,19,32,59.4,204,0,33,146,4.4,3,0,2,2
Arizona,2000-09-30,4,@,Stanford,W,12,23,52.2,198,1,46,192,4.2,1,2,1,3
Arizona State,2000-09-30,4,@,UCLA,L,24,49,49.0,365,2,24,98,4.1,2,2,2,4
Arkansas,2000-09-30,4,,Georgia,L,19,38,50.0,162,1,26,52,2.0,0,1,2,3
Arkansas State,2000-09-30,5,,Richmond,L,12,21,57.1,242,2,35,141,4.0,1,1,0,1
Auburn,2000-09-30,5,,Vanderbilt,W,16,33,48.5,227,3,33,154,4.7,0,0,1,1
Ball State,2000-09-30,4,,Northern Illinois,L,17,24,70.8,170,2,42,66,1.6,0,3,0,3
