Player,Pos,Age,Date,LG,Team,Loc,Opponent,WL,G,Week,Day,Punt Ret,Punt Ret Yds,Punt Ret YPA,Punt Ret TD,unique_id
Tiki Barber,RB,27.151,2002-09-05,NFL,NYG,,SFO,L 13-16,1,1,Thu,1,5,5.00,0,BarbTi00
Phillip Buchanon,CB,21.354,2002-09-08,NFL,OAK,,SEA,W 31-17,1,1,Sun,1,22,22.00,0,BuchPh20
Chris Cash,CB,22.057,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,1,0,0.00,0,CashCh20
Ike Charlton,CB,24.337,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,1,0,0.00,0,CharIk20
Nick Davis,WR,22.337,2002-09-08,NFL,MIN,@,CHI,L 23-27,1,1,Sun,2,16,8.00,0,DaviNi00
Bobby Engram,WR,29.244,2002-09-08,NFL,SEA,@,OAK,L 17-31,1,1,Sun,1,4,4.00,0,EngrBo00
Larry Foster,WR,25.305,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,2,15,7.50,0,FostLa00
Joey Galloway,WR,30.292,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,3,8,2.67,0,GallJo00
Damon Gibson,WR,27.195,2002-09-08,NFL,JAX,,IND,L 25-28,1,1,Sun,1,0,0.00,0,GibsDa00
Jacquez Green,WR,26.236,2002-09-08,NFL,WAS,,ARI,W 31-23,1,1,Sun,3,26,8.67,0,GreeJa00
Desmond Howard,WR,32.116,2002-09-08,NFL,DET,@,MIA,L 21-49,1,1,Sun,1,13,13.00,0,HowaDe00
Arnold Jackson,WR,25.152,2002-09-08,NFL,ARI,@,WAS,L 23-31,1,1,Sun,3,24,8.00,0,JackAr00
Albert Johnson,WR,24.301,2002-09-08,NFL,MIA,,DET,W 49-21,1,1,Sun,3,35,11.67,0,JohnAl23
Leon Johnson,RB,28.057,2002-09-08,NFL,CHI,,MIN,W 27-23,1,1,Sun,2,37,18.50,0,JohnLe00
Jermaine Lewis,WR,27.327,2002-09-08,NFL,HOU,,DAL,W 19-10,1,1,Sun,4,21,5.25,0,LewiJe00
Michael Lewis,WR,30.298,2002-09-08,NFL,NOR,@,TAM,W 26-20,1,1,Sun,3,48,16.00,0,LewiMi00
Chris McAlister,LCB,25.086,2002-09-08,NFL,BAL,@,CAR,L 7-10,1,1,Sun,3,13,4.33,0,McAlCh00
Brian Mitchell,RB/K,34.021,2002-09-08,NFL,PHI,@,TEN,L 24-27,1,1,Sun,2,17,8.50,0,MitcBr00
Santana Moss,WR,23.099,2002-09-08,NFL,NYJ,@,BUF,W 37-31,1,1,Sun,1,10,10.00,0,MossSa00
Dennis Northcutt,WR,24.260,2002-09-08,NFL,CLE,,KAN,L 39-40,1,1,Sun,1,23,23.00,0,NortDe00
Deltha O'Neal,LCB,25.221,2002-09-08,NFL,DEN,,STL,W 23-16,1,1,Sun,1,4,4.00,0,ONeaDe00
Ken-Yon Rambo,WR,23.339,2002-09-08,NFL,DAL,@,HOU,L 10-19,1,1,Sun,4,2,0.50,0,RambKe00
Charlie Rogers,RB,26.081,2002-09-08,NFL,BUF,,NYJ,L 31-37,1,1,Sun,2,12,6.00,0,RogeCh00
Allen Rossum,CB,26.321,2002-09-08,NFL,ATL,@,GNB,L 34-37,1,1,Sun,1,36,36.00,0,RossAl99
John Simon,RB,23.271,2002-09-08,NFL,TEN,,PHI,W 27-24,1,1,Sun,1,0,0.00,0,SimoJo00
Steve Smith,WR,23.119,2002-09-08,NFL,CAR,,BAL,W 10-7,1,1,Sun,4,32,8.00,0,SmitSt01
Tamarick Vanover,WR-K,28.195,2002-09-08,NFL,SDG,@,CIN,W 34-6,1,1,Sun,3,33,11.00,0,VanoTa00
Troy Walters,WR,25.267,2002-09-08,NFL,IND,@,JAX,W 28-25,1,1,Sun,2,15,7.50,0,WaltTr00
Terrence Wilkins,WR,27.041,2002-09-08,NFL,STL,@,DEN,L 16-23,1,1,Sun,3,14,4.67,0,WilkTe00
Karl Williams,WR,31.151,2002-09-08,NFL,TAM,,NOR,L 20-26,1,1,Sun,5,29,5.80,0,WillKa00
Troy Brown,WR,31.069,2002-09-09,NFL,NWE,,PIT,W 30-14,1,1,Mon,1,10,10.00,0,BrowTr00
Antwaan Randle El,WR,23.023,2002-09-09,NFL,PIT,@,NWE,L 14-30,1,1,Mon,2,9,4.50,0,RandAn00
D'Wayne Bates,WR,26.285,2002-09-15,NFL,MIN,,BUF,L 39-45,2,2,Sun,2,74,37.00,0,BateDW00
Troy Brown,WR,31.075,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,3,29,9.67,0,BrowTr00
Phillip Buchanon,CB,21.361,2002-09-15,NFL,OAK,@,PIT,W 30-17,2,2,Sun,3,17,5.67,0,BuchPh20
Reche Caldwell,WR,23.171,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,1,-2,-2.00,0,CaldRe00
Bobby Engram,WR,29.251,2002-09-15,NFL,SEA,,ARI,L 13-24,2,2,Sun,2,11,5.50,0,EngrBo00
Kevin Faulk,RB,26.102,2002-09-15,NFL,NWE,@,NYJ,W 44-7,2,2,Sun,1,16,16.00,0,FaulKe00
Joey Galloway,WR,30.299,2002-09-15,NFL,DAL,,TEN,W 21-13,2,2,Sun,2,18,9.00,0,GallJo00
Darrien Gordon,CB/K,31.305,2002-09-15,NFL,GNB,@,NOR,L 20-35,2,2,Sun,2,0,0.00,0,GordDa20
Dante Hall,KR/W,24.014,2002-09-15,NFL,KAN,,JAX,L 16-23,2,2,Sun,2,21,10.50,0,HallDa00
Kahlil Hill,WR,23.181,2002-09-15,NFL,ATL,,CHI,L 13-14,2,2,Sun,4,12,3.00,0,HillKa20
T.J. Houshmandzadeh,WR,24.354,2002-09-15,NFL,CIN,@,CLE,L 7-20,2,2,Sun,1,2,2.00,0,HousTJ00
Desmond Howard,WR,32.123,2002-09-15,NFL,DET,@,CAR,L 7-31,2,2,Sun,3,20,6.67,0,HowaDe00
Arnold Jackson,WR,25.159,2002-09-15,NFL,ARI,@,SEA,W 24-13,2,2,Sun,2,-2,-1.00,0,JackAr00
Leon Johnson,RB,28.064,2002-09-15,NFL,CHI,@,ATL,W 14-13,2,2,Sun,2,11,5.50,0,JohnLe00
Jermaine Lewis,WR,27.334,2002-09-15,NFL,HOU,@,SDG,L 3-24,2,2,Sun,5,79,15.80,0,LewiJe00
Michael Lewis,WR,30.305,2002-09-15,NFL,NOR,,GNB,W 35-20,2,2,Sun,4,44,11.00,0,LewiMi00
Derrick Mason,WR,28.241,2002-09-15,NFL,TEN,@,DAL,L 13-21,2,2,Sun,3,16,5.33,0,MasoDe00
Chris McAlister,RCB,25.093,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,1,10,10.00,0,McAlCh00
Santana Moss,WR-K,23.106,2002-09-15,NFL,NYJ,,NWE,L 7-44,2,2,Sun,1,18,18.00,0,MossSa00
Dennis Northcutt,WR,24.267,2002-09-15,NFL,CLE,,CIN,W 20-7,2,2,Sun,2,20,10.00,0,NortDe00
Deltha O'Neal,LCB,25.228,2002-09-15,NFL,DEN,@,SFO,W 24-14,2,2,Sun,4,13,3.25,0,ONeaDe00
Jeff Ogden,WR,27.205,2002-09-15,NFL,BAL,,TAM,L 0-25,2,2,Sun,2,21,10.50,0,OgdeJe00
Antwaan Randle El,WR,23.029,2002-09-15,NFL,PIT,,OAK,L 17-30,2,2,Sun,2,17,8.50,0,RandAn00
Charlie Rogers,RB,26.088,2002-09-15,NFL,BUF,@,MIN,W 45-39,2,2,Sun,1,16,16.00,0,RogeCh00
Bobby Shaw,WR,27.145,2002-09-15,NFL,JAX,@,KAN,W 23-16,2,2,Sun,2,13,6.50,0,ShawBo00
Steve Smith,WR,23.126,2002-09-15,NFL,CAR,,DET,W 31-7,2,2,Sun,9,15,1.67,0,SmitSt01
Tamarick Vanover,WR-K,28.202,2002-09-15,NFL,SDG,,HOU,W 24-3,2,2,Sun,5,0,0.00,0,VanoTa00
Troy Walters,WR,25.274,2002-09-15,NFL,IND,,MIA,L 13-21,2,2,Sun,3,28,9.33,0,WaltTr00
Dedric Ward,WR,27.351,2002-09-15,NFL,MIA,@,IND,W 21-13,2,2,Sun,1,6,6.00,0,WardDe00
Terrence Wilkins,WR,27.048,2002-09-15,NFL,STL,,NYG,L 21-26,2,2,Sun,2,26,13.00,0,WilkTe00
Jimmy Williams,CB,23.189,2002-09-15,NFL,SFO,,DEN,L 14-24,2,2,Sun,2,5,2.50,0,WillJi22
Karl Williams,WR,31.158,2002-09-15,NFL,TAM,@,BAL,W 25-0,2,2,Sun,2,62,31.00,1,WillKa00
Jacquez Green,WR,26.244,2002-09-16,NFL,WAS,,PHI,L 7-37,2,2,Mon,1,90,90.00,1,GreeJa00
Brian Mitchell,RB/K,34.029,2002-09-16,NFL,PHI,@,WAS,W 37-7,2,2,Mon,3,69,23.00,0,MitcBr00
Avion Black,WR,25.151,2002-09-22,NFL,HOU,,IND,L 3-23,3,3,Sun,1,12,12.00,0,BlacAv00
Troy Brown,WR,31.082,2002-09-22,NFL,NWE,,KAN,W 41-38,3,3,Sun,2,18,9.00,0,BrowTr00
Nick Davis,WR,22.351,2002-09-22,NFL,MIN,,CAR,L 14-21,3,3,Sun,3,24,8.00,0,DaviNi00
Eddie Drummond,WR,22.163,2002-09-22,NFL,DET,,GNB,L 31-37,3,3,Sun,2,0,0.00,0,DrumEd00
Bobby Engram,WR,29.258,2002-09-22,NFL,SEA,@,NYG,L 6-9,3,3,Sun,3,45,15.00,0,EngrBo00
Damon Gibson,WR,27.209,2002-09-22,NFL,ATL,,CIN,W 30-3,3,3,Sun,2,25,12.50,0,GibsDa00
Darrien Gordon,CB/K,31.312,2002-09-22,NFL,GNB,@,DET,W 37-31,3,3,Sun,5,15,3.00,0,GordDa20
Jacquez Green,WR,26.250,2002-09-22,NFL,WAS,@,SFO,L 10-20,3,3,Sun,5,33,6.60,0,GreeJa00
Dante Hall,KR/W,24.021,2002-09-22,NFL,KAN,@,NWE,L 38-41,3,3,Sun,2,12,6.00,0,HallDa00
T.J. Houshmandzadeh,WR,24.361,2002-09-22,NFL,CIN,@,ATL,L 3-30,3,3,Sun,1,6,6.00,0,HousTJ00
Arnold Jackson,WR,25.166,2002-09-22,NFL,ARI,,SDG,L 15-23,3,3,Sun,1,6,6.00,0,JackAr00
Albert Johnson,WR,24.315,2002-09-22,NFL,MIA,,NYJ,W 30-3,3,3,Sun,3,26,8.67,0,JohnAl23
Leon Johnson,RB,28.071,2002-09-22,NFL,CHI,,NOR,L 23-29,3,3,Sun,3,8,2.67,0,JohnLe00
Daryl Jones,WR,23.232,2002-09-22,NFL,NYG,,SEA,W 9-6,3,3,Sun,3,1,0.33,0,JoneDa02
Kwamie Lassiter,FS,32.293,2002-09-22,NFL,ARI,,SDG,L 15-23,3,3,Sun,1,10,10.00,0,LassKw20
Jermaine Lewis,WR,27.341,2002-09-22,NFL,HOU,,IND,L 3-23,3,3,Sun,1,4,4.00,0,LewiJe00
Michael Lewis,WR,30.312,2002-09-22,NFL,NOR,@,CHI,W 29-23,3,3,Sun,1,9,9.00,0,LewiMi00
Brian Mitchell,RB/K,34.035,2002-09-22,NFL,PHI,,DAL,W 44-13,3,3,Sun,4,43,10.75,0,MitcBr00
Santana Moss,WR,23.113,2002-09-22,NFL,NYJ,@,MIA,L 3-30,3,3,Sun,1,0,0.00,0,MossSa00
Dennis Northcutt,WR,24.274,2002-09-22,NFL,CLE,@,TEN,W 31-28,3,3,Sun,4,105,26.25,1,NortDe00
Deltha O'Neal,LCB,25.235,2002-09-22,NFL,DEN,,BUF,W 28-23,3,3,Sun,3,15,5.00,0,ONeaDe00
Charlie Rogers,RB,26.095,2002-09-22,NFL,BUF,@,DEN,L 23-28,3,3,Sun,1,0,0.00,0,RogeCh00
John Simon,RB,23.285,2002-09-22,NFL,TEN,,CLE,L 28-31,3,3,Sun,1,30,30.00,0,SimoJo00
Steve Smith,WR,23.133,2002-09-22,NFL,CAR,@,MIN,W 21-14,3,3,Sun,2,1,0.50,0,SmitSt01
Reggie Swinton,WR,27.060,2002-09-22,NFL,DAL,@,PHI,L 13-44,3,3,Sun,1,2,2.00,0,SwinRe00
Tamarick Vanover,WR-K,28.209,2002-09-22,NFL,SDG,@,ARI,W 23-15,3,3,Sun,2,22,11.00,0,VanoTa00
Troy Walters,WR,25.281,2002-09-22,NFL,IND,@,HOU,W 23-3,3,3,Sun,4,64,16.00,0,WaltTr00
Jimmy Williams,CB,23.196,2002-09-22,NFL,SFO,,WAS,W 20-10,3,3,Sun,4,45,11.25,0,WillJi22
Terrence Wilkins,WR,27.056,2002-09-23,NFL,STL,@,TAM,L 14-26,3,3,Mon,1,7,7.00,0,WilkTe00
Karl Williams,WR,31.166,2002-09-23,NFL,TAM,,STL,W 26-14,3,3,Mon,1,0,0.00,0,WillKa00
D'Wayne Bates,WR,26.299,2002-09-29,NFL,MIN,@,SEA,L 23-48,4,4,Sun,2,19,9.50,0,BateDW00
Avion Black,WR,25.158,2002-09-29,NFL,HOU,@,PHI,L 17-35,4,4,Sun,2,15,7.50,0,BlacAv00
Phillip Buchanon,CB,22.010,2002-09-29,NFL,OAK,,TEN,W 52-25,3,4,Sun,2,78,39.00,1,BuchPh20
Nate Clements,RCB,22.291,2002-09-29,NFL,BUF,,CHI,W 33-27,4,4,Sun,1,6,6.00,0,ClemNa99
Bobby Engram,WR,29.265,2002-09-29,NFL,SEA,,MIN,W 48-23,4,4,Sun,1,10,10.00,0,EngrBo00
Kevin Faulk,RB,26.116,2002-09-29,NFL,NWE,@,SDG,L 14-21,4,4,Sun,1,6,6.00,0,FaulKe00
Larry Foster,WR,25.326,2002-09-29,NFL,DET,,NOR,W 26-21,4,4,Sun,1,4,4.00,0,FostLa00
Darrien Gordon,CB/K,31.319,2002-09-29,NFL,GNB,,CAR,W 17-14,4,4,Sun,7,43,6.14,0,GordDa20
Az-Zahir Hakim,WR,25.118,2002-09-29,NFL,DET,,NOR,W 26-21,4,4,Sun,3,29,9.67,0,HakiAz00
Dante Hall,KR/W,24.028,2002-09-29,NFL,KAN,,MIA,W 48-30,4,4,Sun,2,0,0.00,0,HallDa00
Arnold Jackson,WR,25.173,2002-09-29,NFL,ARI,,NYG,W 21-7,4,4,Sun,3,11,3.67,0,JackAr00
Albert Johnson,WR,24.322,2002-09-29,NFL,MIA,@,KAN,L 30-48,4,4,Sun,2,8,4.00,0,JohnAl23
Leon Johnson,RB,28.078,2002-09-29,NFL,CHI,@,BUF,L 27-33,4,4,Sun,2,35,17.50,0,JohnLe00
Daryl Jones,WR,23.239,2002-09-29,NFL,NYG,@,ARI,L 7-21,4,4,Sun,3,27,9.00,0,JoneDa02
Michael Lewis,WR,30.319,2002-09-29,NFL,NOR,@,DET,L 21-26,4,4,Sun,3,20,6.67,0,LewiMi00
Brian Mitchell,RB/K,34.042,2002-09-29,NFL,PHI,,HOU,W 35-17,4,4,Sun,5,20,4.00,0,MitcBr00
Chad Morton,RB/K,25.178,2002-09-29,NFL,NYJ,@,JAX,L 3-28,4,4,Sun,3,51,17.00,0,MortCh00
Dennis Northcutt,WR,24.281,2002-09-29,NFL,CLE,@,PIT,L 13-16,4,4,Sun,2,2,1.00,0,NortDe00
Antwaan Randle El,WR,23.043,2002-09-29,NFL,PIT,,CLE,W 16-13,3,4,Sun,4,14,3.50,0,RandAn00
Charlie Rogers,RB,26.102,2002-09-29,NFL,BUF,,CHI,W 33-27,4,4,Sun,3,3,1.00,0,RogeCh00
Bobby Shaw,WR,27.159,2002-09-29,NFL,JAX,,NYJ,W 28-3,3,4,Sun,2,5,2.50,0,ShawBo00
John Simon,RB,23.292,2002-09-29,NFL,TEN,@,OAK,L 25-52,4,4,Sun,1,14,14.00,0,SimoJo00
Steve Smith,WR,23.140,2002-09-29,NFL,CAR,@,GNB,L 14-17,4,4,Sun,5,31,6.20,0,SmitSt01
Reggie Swinton,WR,27.067,2002-09-29,NFL,DAL,@,STL,W 13-10,4,4,Sun,2,41,20.50,0,SwinRe00
Peter Warrick,WR,25.102,2002-09-29,NFL,CIN,,TAM,L 7-35,4,4,Sun,2,15,7.50,0,WarrPe00
Terrence Wilkins,WR,27.062,2002-09-29,NFL,STL,,DAL,L 10-13,4,4,Sun,3,1,0.33,0,WilkTe00
Karl Williams,WR,31.172,2002-09-29,NFL,TAM,@,CIN,W 35-7,4,4,Sun,5,61,12.20,0,WillKa00
Chris McAlister,RCB,25.108,2002-09-30,NFL,BAL,,DEN,W 34-23,3,4,Mon,3,22,7.33,0,McAlCh00
Deltha O'Neal,LCB,25.243,2002-09-30,NFL,DEN,@,BAL,L 23-34,4,4,Mon,1,24,24.00,0,ONeaDe00
Tyrone Poole,CB,30.239,2002-09-30,NFL,DEN,@,BAL,L 23-34,4,4,Mon,4,24,6.00,0,PoolTy20
Phillip Buchanon,LCB,22.017,2002-10-06,NFL,OAK,@,BUF,W 49-31,4,5,Sun,3,0,0.00,0,BuchPh20
Jacquez Green,WR,26.264,2002-10-06,NFL,WAS,@,TEN,W 31-14,4,5,Sun,3,4,1.33,0,GreeJa00
Dante Hall,WR,24.035,2002-10-06,NFL,KAN,@,NYJ,W 29-25,5,5,Sun,2,18,9.00,0,HallDa00
T.J. Houshmandzadeh,WR,25.010,2002-10-06,NFL,CIN,@,IND,L 21-28,5,5,Sun,1,3,3.00,0,HousTJ00
Arnold Jackson,WR,25.180,2002-10-06,NFL,ARI,@,CAR,W 16-13,5,5,Sun,2,0,0.00,0,JackAr00
Delvin Joyce,RB,24.015,2002-10-06,NFL,NYG,@,DAL,W 21-17,5,5,Sun,2,23,11.50,0,JoycDe00
Michael Lewis,WR,30.326,2002-10-06,NFL,NOR,,PIT,W 32-29,5,5,Sun,4,50,12.50,0,LewiMi00
Chris McAlister,LCB,25.114,2002-10-06,NFL,BAL,@,CLE,W 26-21,4,5,Sun,3,48,16.00,0,McAlCh00
Brian Mitchell,RB/K,34.049,2002-10-06,NFL,PHI,@,JAX,L 25-28,5,5,Sun,3,40,13.33,0,MitcBr00
Dennis Northcutt,WR,24.288,2002-10-06,NFL,CLE,,BAL,L 21-26,5,5,Sun,3,24,8.00,0,NortDe00
Deltha O'Neal,LCB,25.249,2002-10-06,NFL,DEN,,SDG,W 26-9,5,5,Sun,1,14,14.00,0,ONeaDe00
Antwaan Randle El,WR,23.050,2002-10-06,NFL,PIT,@,NOR,L 29-32,4,5,Sun,3,35,11.67,0,RandAn00
Charlie Rogers,RB,26.109,2002-10-06,NFL,BUF,,OAK,L 31-49,5,5,Sun,2,20,10.00,0,RogeCh00
Allen Rossum,CB,26.349,2002-10-06,NFL,ATL,,TAM,L 6-20,4,5,Sun,3,40,13.33,0,RossAl99
Bobby Shaw,WR/P,27.166,2002-10-06,NFL,JAX,,PHI,W 28-25,4,5,Sun,2,73,36.50,1,ShawBo00
John Simon,RB,23.299,2002-10-06,NFL,TEN,,WAS,L 14-31,5,5,Sun,3,27,9.00,0,SimoJo00
Steve Smith,WR,23.147,2002-10-06,NFL,CAR,,ARI,L 13-16,5,5,Sun,5,36,7.20,0,SmitSt01
Reggie Swinton,WR,27.074,2002-10-06,NFL,DAL,,NYG,L 17-21,5,5,Sun,2,16,8.00,0,SwinRe00
Tamarick Vanover,WR-K,28.223,2002-10-06,NFL,SDG,@,DEN,L 9-26,5,5,Sun,2,4,2.00,0,VanoTa00
Troy Walters,WR,25.295,2002-10-06,NFL,IND,,CIN,W 28-21,4,5,Sun,2,33,16.50,0,WaltTr00
Dedric Ward,WR,28.007,2002-10-06,NFL,MIA,,NWE,W 26-13,5,5,Sun,3,39,13.00,0,WardDe00
Peter Warrick,WR,25.109,2002-10-06,NFL,CIN,@,IND,L 21-28,5,5,Sun,2,-1,-0.50,0,WarrPe00
Terrence Wilkins,WR,27.069,2002-10-06,NFL,STL,@,SFO,L 13-37,5,5,Sun,2,4,2.00,0,WilkTe00
Jimmy Williams,CB,23.210,2002-10-06,NFL,SFO,,STL,W 37-13,4,5,Sun,1,20,20.00,0,WillJi22
Tony Carter,FB,30.045,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,1,0,0.00,0,CartTo00
Darrien Gordon,CB/K,31.327,2002-10-07,NFL,GNB,@,CHI,W 34-21,5,5,Mon,4,17,4.25,0,GordDa20
Leon Johnson,RB,28.086,2002-10-07,NFL,CHI,,GNB,L 21-34,5,5,Mon,3,34,11.33,0,JohnLe00
Phillip Buchanon,CB,22.024,2002-10-13,NFL,OAK,@,STL,L 13-28,5,6,Sun,5,55,11.00,0,BuchPh20
Nick Davis,WR,23.007,2002-10-13,NFL,MIN,,DET,W 31-24,5,6,Sun,4,31,7.75,0,DaviNi00
Kevin Faulk,RB,26.130,2002-10-13,NFL,NWE,,GNB,L 10-28,6,6,Sun,4,38,9.50,0,FaulKe00
Brian Finneran,WR,26.255,2002-10-13,NFL,ATL,@,NYG,W 17-10,5,6,Sun,1,0,0.00,0,FinnBr00
Darrien Gordon,CB/K,31.333,2002-10-13,NFL,GNB,@,NWE,W 28-10,6,6,Sun,1,0,0.00,0,GordDa20
Jacquez Green,WR,26.271,2002-10-13,NFL,WAS,,NOR,L 27-43,5,6,Sun,1,-3,-3.00,0,GreeJa00
T.J. Houshmandzadeh,WR-P,25.017,2002-10-13,NFL,CIN,,PIT,L 7-34,6,6,Sun,1,-1,-1.00,0,HousTJ00
Desmond Howard,WR,32.151,2002-10-13,NFL,DET,@,MIN,L 24-31,5,6,Sun,3,14,4.67,0,HowaDe00
Delvin Joyce,RB,24.022,2002-10-13,NFL,NYG,,ATL,L 10-17,6,6,Sun,1,-2,-2.00,0,JoycDe00
Jermaine Lewis,WR,27.362,2002-10-13,NFL,HOU,,BUF,L 24-31,5,6,Sun,2,12,6.00,0,LewiJe00
Michael Lewis,WR,30.333,2002-10-13,NFL,NOR,@,WAS,W 43-27,6,6,Sun,1,83,83.00,1,LewiMi00
Chris McAlister,LCB,25.121,2002-10-13,NFL,BAL,@,IND,L 20-22,5,6,Sun,4,21,5.25,0,McAlCh00
Dennis Northcutt,WR,24.295,2002-10-13,NFL,CLE,@,TAM,L 3-17,6,6,Sun,1,30,30.00,0,NortDe00
Deltha O'Neal,LCB,25.256,2002-10-13,NFL,DEN,,MIA,L 22-24,6,6,Sun,2,28,14.00,0,ONeaDe00
Antwaan Randle El,WR,23.057,2002-10-13,NFL,PIT,@,CIN,W 34-7,5,6,Sun,1,-2,-2.00,0,RandAn00
Charlie Rogers,RB,26.116,2002-10-13,NFL,BUF,@,HOU,W 31-24,6,6,Sun,2,9,4.50,0,RogeCh00
John Simon,RB,23.306,2002-10-13,NFL,TEN,,JAX,W 23-14,6,6,Sun,2,9,4.50,0,SimoJo00
Steve Smith,WR,23.154,2002-10-13,NFL,CAR,@,DAL,L 13-14,6,6,Sun,5,51,10.20,0,SmitSt01
Reggie Swinton,WR,27.081,2002-10-13,NFL,DAL,,CAR,W 14-13,6,6,Sun,5,20,4.00,0,SwinRe00
Tamarick Vanover,WR-K,28.230,2002-10-13,NFL,SDG,,KAN,W 35-34,6,6,Sun,3,14,4.67,0,VanoTa00
